clust_no,mpi,mpi_SE,mpi_lo95CI,mpi_up95CI,tot_samp_ppl,pct_samp_ppl_mis
527,0.40322584,0.06619761,0.25899363,0.54745805,62,0.0
528,0.16666667,0.052588463,0.0530562,0.28027713,61,0.0
529,0.22352941,0.0686121,0.07530199,0.37175685,85,0.0
530,0.062962964,0.045111336,-0.03755136,0.16347729,50,10.000002384185791
531,0.44654092,0.07690967,0.27896914,0.6141127,56,5.357140302658081
532,0.2574956,0.063553266,0.117615804,0.3973754,63,0.0
533,0.23294348,0.06271314,0.09491278,0.37097415,66,13.636362552642822
534,0.0,,,,58,6.896549463272095
535,0.43460652,0.08685244,0.24537131,0.6238417,101,4.950493574142456
536,0.24521074,0.06561087,0.100802176,0.3896193,58,0.0
537,0.35555556,0.074977286,0.193577,0.51753414,50,0.0
538,0.36065575,0.071996845,0.20219177,0.51911974,71,14.084506034851074
539,0.26049384,0.1136122,-0.0014963524,0.52248406,50,10.000002384185791
540,0.14814815,0.06041365,0.017632395,0.2786639,81,0.0
541,0.02173913,0.022337966,-0.0274264,0.07090466,46,0.0
542,0.4166667,0.06685268,0.26770964,0.56562376,64,0.0
543,0.0,,,,63,11.11111044883728
544,0.5679013,0.06774867,0.41694784,0.7188547,45,0.0
545,0.28716746,0.08167261,0.109218135,0.4651168,75,5.33333420753479
546,0.7507124,0.037731927,0.66850156,0.8329232,117,0.0
547,0.11919192,0.061903276,-0.015683725,0.25406757,62,11.290323734283447
548,0.22020203,0.087291636,0.022734627,0.41766945,60,8.33333134651184
549,0.2673611,0.054514788,0.14958908,0.38513315,64,0.0
550,0.26419756,0.117835425,-0.0075314296,0.5359265,48,6.25
551,0.3360656,0.06771206,0.18978257,0.4823486,61,0.0
552,0.34427613,0.07918668,0.1732037,0.51534855,66,0.0
553,0.26666668,0.07881762,0.09493784,0.43839553,58,5.17241358757019
554,0.3500882,0.065757014,0.20535798,0.4948184,63,0.0
555,0.37931037,0.0740249,0.21802397,0.5405968,58,0.0
556,0.20751636,0.083112404,0.027962917,0.3870698,68,0.0
557,0.408046,0.056679983,0.28455094,0.53154105,58,0.0
