clust_no,mpi,mpi_SE,mpi_lo95CI,mpi_up95CI,tot_samp_ppl,pct_samp_ppl_mis
305,0.3309179,0.07170844,0.17600124,0.48583454,69,0.0
306,0.27355838,0.0665362,0.12981565,0.41730112,79,0.0
307,0.33760685,0.0912372,0.13121398,0.54399973,52,0.0
308,0.3308458,0.091876715,0.13066362,0.531028,67,0.0
309,0.0,,,,84,9.52380895614624
310,0.24691358,0.054917093,0.12455068,0.3692765,61,26.229506731033325
311,0.0,,,,47,0.0
312,0.7727274,0.022819532,0.72250193,0.82295287,66,0.0
313,0.3281893,0.092256404,0.12888148,0.5274972,54,0.0
314,0.041894354,0.03043203,-0.02385005,0.10763876,61,0.0
315,0.5169492,0.079472154,0.34526005,0.6886383,59,0.0
316,0.1792453,0.09868842,-0.044003434,0.402494,57,7.01754093170166
317,0.21278827,0.09619937,-0.0015572812,0.42713383,62,14.516127109527588
318,0.18388107,0.065408364,0.04136848,0.32639366,71,0.0
319,0.28976038,0.09631222,0.08169048,0.49783027,51,0.0
320,0.20066336,0.065083936,0.05885763,0.34246907,70,4.285717010498047
321,0.2637037,0.06910739,0.11440627,0.41300115,75,0.0
322,0.23429953,0.07976974,0.05872753,0.40987155,69,0.0
323,0.0,,,,49,0.0
324,0.3666667,0.104770325,0.1250659,0.6082675,53,15.094339847564697
325,0.12865497,0.06646455,-0.017632514,0.27494246,57,0.0
326,0.47630724,0.07415349,0.31474066,0.6378738,68,0.0
327,0.06708596,0.0372901,-0.014989005,0.14916092,57,7.01754093170166
328,0.6131688,0.056004338,0.49114582,0.73519176,81,0.0
329,0.05084746,0.03617161,-0.029747913,0.13144283,65,9.23076868057251
330,0.0,,,,54,9.259259700775146
331,0.3006536,0.083984785,0.119215526,0.4820917,68,0.0
332,0.5816499,0.06961808,0.4299651,0.73333466,66,0.0
333,0.033607684,0.033924013,-0.041058563,0.10827393,81,0.0
334,0.19934642,0.09400572,-0.0037405894,0.40243343,68,0.0
335,0.38617888,0.080362216,0.21256688,0.5597909,82,0.0
336,0.0,,,,64,10.9375
337,0.04491726,0.033383116,-0.029464956,0.11929947,52,9.61538553237915
338,0.41902074,0.06266447,0.28364238,0.5543991,59,0.0
339,0.507533,0.0716144,0.3479662,0.66709983,59,0.0
340,0.19555555,0.07401517,0.032649275,0.35846186,50,0.0
341,0.2562189,0.08026421,0.082818635,0.42961922,67,0.0
342,0.6265061,0.048076138,0.5217572,0.731255,83,0.0
343,0.06441224,0.063786104,-0.07988196,0.20870644,73,5.47945499420166
344,0.36268345,0.06863511,0.21161857,0.51374835,53,0.0
345,0.29738563,0.07537247,0.13455331,0.46021795,68,0.0
346,0.091750845,0.04484311,-0.005126807,0.1886285,66,0.0
347,0.36607143,0.06367854,0.22591591,0.50622696,67,16.417908668518066
348,0.3719807,0.07321343,0.19885844,0.54510295,46,0.0
349,0.53990614,0.047789212,0.43666384,0.6431485,71,0.0
350,0.29464287,0.087667115,0.103632644,0.4856531,56,0.0
351,0.5305011,0.06010617,0.39657626,0.664426,57,10.526317358016968
352,0.80722904,0.023199331,0.75710994,0.85734814,83,0.0
353,0.34876543,0.068391226,0.20101519,0.4965157,54,0.0
354,0.41015095,0.091703296,0.21203801,0.60826385,81,0.0
355,0.19672132,0.07347287,0.037992824,0.35544983,61,0.0
356,0.5782829,0.10267607,0.34950635,0.8070594,48,8.33333134651184
357,0.48084295,0.08354137,0.3003628,0.66132313,58,0.0
358,0.34531593,0.11399848,0.09693458,0.5936973,51,0.0
359,0.3931624,0.06371279,0.25434417,0.53198063,78,0.0
360,0.0,,,,53,0.0
361,0.0,,,,71,7.042253017425537
362,0.4388889,0.077517204,0.26999345,0.6077844,60,0.0
363,0.21093751,0.09141815,0.009727532,0.4121475,64,0.0
364,0.29234976,0.092837706,0.090073764,0.49462572,61,0.0
365,0.5231482,0.098217316,0.3043064,0.74199003,72,0.0
366,0.23425926,0.06999645,0.08304114,0.3854774,60,0.0
367,0.5583805,0.07549037,0.3939011,0.72285986,63,6.34920597076416
368,0.24074075,0.07059779,0.08535606,0.39612544,64,15.625
369,0.034313727,0.026306177,-0.022517314,0.09114477,68,0.0
370,0.12686567,0.05662569,0.004533311,0.24919803,67,0.0
371,0.19883041,0.0648986,0.057428513,0.3402323,63,9.52380895614624
372,0.20175439,0.0612094,0.06839057,0.3351182,63,9.52380895614624
373,0.75225234,0.038899485,0.66821516,0.8362896,74,0.0
374,0.06923077,0.05361517,-0.047586653,0.1860482,65,0.0
375,0.16149871,0.08997318,-0.045979813,0.36897722,43,0.0
376,0.586207,0.06273963,0.44811794,0.724296,58,0.0
377,0.562588,0.06376933,0.4236465,0.7015294,79,0.0
378,0.4166667,0.044454567,0.32062843,0.5127049,94,0.0
379,0.0,,,,62,0.0
380,0.21502058,0.07240666,0.05368849,0.37635267,65,16.923075914382935
381,0.81798255,0.035415426,0.74003375,0.8959314,79,3.7974655628204346
382,0.4835681,0.06016248,0.35248533,0.6146509,71,0.0
383,0.2777778,0.06940922,0.12500912,0.43054646,42,0.0
384,0.1837607,0.07396424,0.020966498,0.3465549,76,14.473682641983032
385,0.43545756,0.072623484,0.27364233,0.59727275,68,0.0
386,0.0,,,,75,22.66666889190674
387,0.28927207,0.13470374,-0.0108665675,0.5894107,58,0.0
388,0.15920399,0.06548252,0.0132998405,0.30510813,76,11.842107772827148
389,0.07526883,0.074836805,-0.094023794,0.24456145,68,8.823531866073608
390,0.32003132,0.09820801,0.10121024,0.5388524,74,4.054051637649536
391,0.33781365,0.086088866,0.15024212,0.5253852,67,7.46268630027771
392,0.4792844,0.062163077,0.34498924,0.6135796,59,0.0
393,0.11740042,0.06722171,-0.030553557,0.2653544,56,5.357140302658081
394,0.023391813,0.02377259,-0.028931303,0.07571493,57,0.0
395,0.41018522,0.075256065,0.24621633,0.5741541,60,0.0
396,0.33607683,0.073666714,0.17557086,0.4965828,87,6.896549463272095
397,0.32189545,0.066586636,0.17804375,0.46574712,68,0.0
398,0.43291408,0.06866223,0.2817895,0.5840386,53,0.0
399,0.08415033,0.05431427,-0.03318852,0.20148918,68,0.0
400,0.37731484,0.08083022,0.20120093,0.55342877,75,4.000002145767212
401,0.29559752,0.098604284,0.07253912,0.5186559,57,7.01754093170166
402,0.026143791,0.026382565,-0.03192384,0.084211424,51,0.0
403,0.5563272,0.109145805,0.32053205,0.7921224,72,0.0
404,0.28125,0.07531929,0.115473375,0.44702664,69,7.24637508392334
405,0.43269232,0.06550695,0.28673375,0.5786509,56,7.142859697341919
406,0.025925927,0.02669329,-0.03282561,0.084677465,75,0.0
407,0.31597224,0.0655537,0.17435208,0.4575924,64,0.0
408,0.5457103,0.03903831,0.46137315,0.63004744,79,0.0
409,0.2922375,0.11375451,0.041865494,0.54260945,73,0.0
410,0.09171076,0.049582496,-0.015405714,0.19882724,63,0.0
411,0.3219955,0.12005855,0.06041039,0.5835806,49,0.0
412,0.38015875,0.071830735,0.2249779,0.5353396,70,0.0
413,0.1802935,0.07074308,0.026157584,0.3344294,53,0.0
414,0.32758623,0.12182504,0.056143135,0.59902936,61,4.918032884597778
415,0.6233522,0.03411414,0.54734117,0.6993633,64,7.8125
416,0.121212125,0.061939325,-0.013742068,0.2561663,55,0.0
417,0.4960318,0.0792386,0.3216288,0.6704348,70,0.0
418,0.08998436,0.056589354,-0.03226951,0.21223822,71,0.0
419,0.21934867,0.08099446,0.038881768,0.39981556,65,10.769230127334595
420,0.43915346,0.07175976,0.28280237,0.5955046,63,0.0
421,0.19307832,0.0743721,0.032407187,0.35374948,61,0.0
422,0.24873738,0.07763953,0.07574574,0.42172903,44,0.0
423,0.30170944,0.11697633,0.04424627,0.5591726,65,0.0
424,0.06006006,0.04437445,-0.03662356,0.15674368,78,5.128204822540283
425,0.41180557,0.07056672,0.2580539,0.56555724,86,6.976741552352905
426,0.06767677,0.047295798,-0.037704833,0.17305838,62,11.290323734283447
427,0.52816904,0.04251781,0.4355307,0.6208074,71,0.0
428,0.055555556,0.052752167,-0.061983597,0.1730947,51,3.9215683937072754
429,0.5646977,0.07984625,0.39072764,0.73866767,79,0.0
430,0.41423005,0.06666376,0.26569393,0.56276613,57,0.0
431,0.2415825,0.07382527,0.082092695,0.4010723,66,0.0
432,0.12455198,0.07063466,-0.028044932,0.2771489,62,0.0
433,0.64695346,0.083032876,0.45547935,0.83842766,31,0.0
434,0.32491583,0.06773745,0.17857797,0.47125372,66,0.0
435,0.0,,,,47,23.404252529144287
436,0.31986532,0.05583225,0.19821732,0.44151336,71,7.042253017425537
437,0.09107468,0.0647248,-0.05314117,0.23529053,61,0.0
438,0.026143791,0.027446501,-0.035944507,0.08823209,55,7.27272629737854
439,0.5798122,0.036135245,0.50108033,0.6585442,75,5.33333420753479
440,0.32513663,0.06348317,0.18681867,0.46345457,64,4.6875
441,0.0,,,,51,0.0
442,0.43989074,0.06533819,0.2943082,0.5854733,61,0.0
443,0.4587814,0.050037898,0.34975818,0.5678046,62,0.0
444,0.15144597,0.057557058,0.027101506,0.27579042,73,0.0
445,0.5355192,0.063957304,0.39616817,0.6748702,61,0.0
446,0.6328503,0.043457456,0.5381646,0.72753596,69,0.0
447,0.5586081,0.05244711,0.44530302,0.6719132,91,0.0
448,0.13598673,0.056156624,0.014667727,0.25730574,67,0.0
449,0.14619884,0.0755464,-0.020077666,0.31247535,57,0.0
450,0.36371532,0.0944668,0.1596322,0.56779844,64,0.0
451,0.5984406,0.04867183,0.4923938,0.70448744,57,0.0
452,0.18007664,0.094504304,-0.02792592,0.3880792,58,0.0
453,0.21900164,0.100675784,-0.002584275,0.44058755,76,9.210526943206787
454,0.18943535,0.063403636,0.052460123,0.32641056,61,0.0
455,0.0,,,,59,6.779658794403076
456,0.25383142,0.0657752,0.11051957,0.39714327,63,7.9365074634552
457,0.59567904,0.04910249,0.4895996,0.70175856,72,0.0
458,0.30515298,0.075154,0.14279264,0.46751335,69,0.0
459,0.3074074,0.07720071,0.13748981,0.47732502,49,8.163267374038696
460,0.31761009,0.09932314,0.10120357,0.5340166,53,0.0
461,0.43636367,0.07392854,0.27364805,0.5990793,55,0.0
462,0.49614203,0.12004059,0.22867493,0.7636091,74,2.7027010917663574
463,0.30808082,0.07729635,0.14109223,0.4750694,55,0.0
464,0.4265873,0.05188408,0.31354162,0.53963304,56,0.0
465,0.59259266,0.042250875,0.4995991,0.6855862,60,0.0
466,0.3360434,0.10703501,0.0892202,0.58286655,47,12.765955924987793
467,0.101010114,0.073707,-0.06572671,0.26774693,55,0.0
468,0.8324654,0.023986027,0.78064674,0.8842841,128,0.0
469,0.39639643,0.082829155,0.2159272,0.5768657,80,7.4999988079071045
470,0.762383,0.033247948,0.68994194,0.834824,87,4.5976996421813965
471,0.29807693,0.08194285,0.11953881,0.47661507,52,0.0
472,0.40625003,0.062450036,0.26710266,0.54539734,48,0.0
473,0.6639567,0.03216779,0.59446245,0.733451,82,0.0
474,0.26523298,0.0714355,0.10958839,0.42087758,62,0.0
475,0.48946363,0.045523014,0.39111716,0.5878101,58,0.0
476,0.51997507,0.06744287,0.3742736,0.66567653,89,0.0
477,0.2992203,0.071242236,0.14531079,0.45312977,57,0.0
478,0.34126985,0.06585043,0.19900864,0.48353106,63,0.0
479,0.14444445,0.07182949,-0.0156016275,0.30449054,40,0.0
480,0.51929015,0.060867906,0.3866704,0.65190995,72,0.0
481,0.61892366,0.053642593,0.5020465,0.73580086,69,7.24637508392334
482,0.2671958,0.07964708,0.09512874,0.43926284,84,0.0
483,0.4237473,0.09131582,0.22028297,0.62721163,51,0.0
484,0.0,,,,40,10.000002384185791
485,0.0,,,,51,0.0
486,0.39444447,0.074109755,0.23434007,0.55454886,50,0.0
487,0.5171958,0.055637736,0.39322722,0.6411644,46,8.695650100708008
488,0.59259266,0.026881779,0.5334262,0.651759,70,5.714285373687744
489,0.29907408,0.07704367,0.13121037,0.4669378,64,6.25
490,0.30512822,0.05467305,0.18701428,0.42324215,65,0.0
491,0.1712963,0.07022087,0.019593332,0.32299927,72,0.0
492,0.14046122,0.05435558,0.020825397,0.26009703,58,8.620691299438477
493,0.5329567,0.08425498,0.34751278,0.7184007,65,9.23076868057251
494,0.47733924,0.085819684,0.29193708,0.6627414,76,0.0
495,0.43589747,0.062892295,0.30002692,0.571768,78,0.0
496,0.31481484,0.08112698,0.13805433,0.49157533,63,9.52380895614624
497,0.33199465,0.060141917,0.20206594,0.46192336,83,0.0
498,0.21815719,0.07776944,0.05014652,0.38616785,82,0.0
499,0.4953146,0.029649755,0.4312602,0.559369,83,0.0
500,0.71705437,0.03906016,0.63267004,0.8014387,86,0.0
501,0.34307992,0.05948097,0.21054807,0.4756118,57,0.0
502,0.34742954,0.079861395,0.17165579,0.5232033,67,0.0
503,0.19061303,0.07349488,0.028851891,0.35237417,58,0.0
504,0.13762626,0.05680128,0.012607493,0.26264504,44,0.0
505,0.2902299,0.062454447,0.15415335,0.42630646,62,6.451612710952759
506,0.40575397,0.042673472,0.3118303,0.49967766,58,3.448277711868286
507,0.02586207,0.02058986,-0.018999383,0.07072352,61,4.918032884597778
508,0.57716054,0.021077728,0.5294794,0.6248417,62,12.903225421905518
509,0.0,,,,65,9.23076868057251
510,0.26128474,0.060813397,0.12990537,0.39266407,64,0.0
511,0.0,,,,57,8.771932125091553
512,0.09903382,0.0566774,-0.027251305,0.22531894,52,11.538463830947876
513,0.54425615,0.08327994,0.3586969,0.7298154,59,0.0
514,0.0,,,,59,0.0
515,0.4550654,0.06799324,0.30541328,0.6047175,68,0.0
516,0.0,,,,81,0.0
517,0.23467433,0.072871365,0.07590126,0.3934474,58,0.0
518,0.50555557,0.041225024,0.41481993,0.59629124,53,5.660378932952881
519,0.7068274,0.026507717,0.649561,0.7640939,83,0.0
520,0.08641976,0.061844017,-0.047186118,0.22002564,81,0.0
521,0.37755105,0.069211006,0.22521864,0.52988344,58,15.517240762710571
522,0.5536176,0.045410503,0.4555142,0.65172106,86,0.0
523,0.22337964,0.08085749,0.040467285,0.406292,57,15.789473056793213
524,0.06535948,0.047234174,-0.036683746,0.16740271,68,0.0
525,0.041666668,0.031288557,-0.029112967,0.1124463,51,21.568626165390015
526,0.0,,,,66,9.090906381607056
527,0.40501794,0.066166766,0.26085293,0.54918295,62,0.0
528,0.16666667,0.052588463,0.0530562,0.28027713,61,0.0
529,0.25751635,0.07429068,0.097021095,0.4180116,85,0.0
530,0.062962964,0.045111336,-0.03755136,0.16347729,50,10.000002384185791
531,0.46750528,0.079324156,0.2946728,0.64033777,56,5.357140302658081
532,0.2574956,0.063553266,0.117615804,0.3973754,63,0.0
533,0.23684211,0.06362153,0.09681206,0.37687215,66,13.636362552642822
534,0.0,,,,58,6.896549463272095
535,0.43865746,0.087243125,0.24857101,0.6287439,101,4.950493574142456
536,0.2547893,0.06931033,0.102238275,0.4073403,58,0.0
537,0.37111112,0.07999475,0.19829297,0.5439293,50,0.0
538,0.36885247,0.07530981,0.20309669,0.53460824,71,14.084506034851074
539,0.26049384,0.1136122,-0.0014963524,0.52248406,50,10.000002384185791
540,0.15226337,0.061509598,0.019379972,0.2851468,81,0.0
541,0.02173913,0.022337966,-0.0274264,0.07090466,46,0.0
542,0.4322917,0.06290191,0.2921375,0.57244587,64,0.0
543,0.0,,,,63,11.11111044883728
544,0.5679013,0.06774867,0.41694784,0.7188547,45,0.0
545,0.30281693,0.084811956,0.118027546,0.4876063,75,5.33333420753479
546,0.7507124,0.037731927,0.66850156,0.8329232,117,0.0
547,0.121212125,0.062676914,-0.015349142,0.2577734,62,11.290323734283447
548,0.22020203,0.087291636,0.022734627,0.41766945,60,8.33333134651184
549,0.2760417,0.056120034,0.15480171,0.39728165,64,0.0
550,0.27283955,0.12278814,-0.01031043,0.5559895,48,6.25
551,0.35974503,0.072210796,0.20374307,0.51574695,61,0.0
552,0.34680137,0.07934971,0.17537674,0.518226,66,0.0
553,0.27272728,0.0800272,0.098363,0.44709158,58,5.17241358757019
554,0.3500882,0.065757014,0.20535798,0.4948184,63,0.0
555,0.43678164,0.058305275,0.30974534,0.5638179,58,0.0
556,0.23529413,0.087174974,0.046964057,0.42362422,68,0.0
557,0.4204981,0.05760197,0.2949942,0.54600203,58,0.0
